id,name,gpa,race,absence_rate,risk,income,lat,lng,grade_0,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,grade_14,grade_15,grade_16,grade_17,grade_18,grade_19,grade_20,grade_21,grade_22,grade_23,grade_24,grade_25,grade_26,grade_27
700527,Rickey Howard,2.1290685515357146,South Asian,25,52.68736552142856,105035,34.69792609936888,-111.67868353107617,3.056503882,2.754749688,2.700604317,2.957308464,3.395948665,2.840689623,2.210859585,2.144762901,1.535872799,2.072686169,2.038844363,2.136566654,2.639089642,2.36831917,2.510515096,2.730679106,2.509439463,2.424037966,1.995543163,1.241360011,1.29323182,1.161084944,1.703441178,1.761483282,1.465116039,1.336540312,1.486705493,1.141935648
700528,Kelsey Gutierrez,2.4574724741785716,East Asian,61,45.389500573809514,487545,35.46390877681269,-111.97957876359379,3.17038648,3.21929097,3.102496557,2.805052839,2.92637828,2.159945912,2.674993799,2.991100362,2.802153743,2.395346794,2.304697636,2.055453858,1.827359778,1.866023335,2.478008798,2.311915481,1.68944386,1.074931085,1.382098513,1.666728465,2.843635556,2.493191431,2.57746846,2.87332658,2.737846396,2.944751425,2.61435397,2.820848914
700529,Charles Greene,1.8978337798214286,Hispanic,22,57.82591600396825,74972,36.15590874377482,-110.98114237763913,2.971956505,2.355404919,2.800257581,2.378560725,0.955997701,1.535992235,2.205914712,2.288685176,2.393111243,2.862402595,2.024583909,2.170587139,2.077525634,2.251062147,2.249723045,2.109571488,1.624451652,1.574527572,2.185827737,1.632444689,1.826237331,1.780480668,1.988950474,1.588984873,1.029003645,-0.07311141,1.478397045,0.871814805
700530,Kathleen Lee,2.576379651357143,South Asian,14,42.74711885873015,364189,33.90780921277617,-110.42643921540008,2.491541483,3.20969822,3.017074869,2.774651464,2.432590272,2.347124761,2.647808125,2.535392739,2.817669043,2.361849357,2.259353495,2.065605441,2.389856253,2.804960393,2.86049975,2.435302225,2.412738262,2.114511319,2.43315843,2.274907572,3.112887196,2.538320555,3.092938135,2.553533332,2.768366646,2.560390181,2.301232051,2.524668669
700531,Nicholas Novak,2.9232006953571426,White,54,35.039984547619056,486374,34.76288519916105,-110.59392222171304,2.56069363,2.831433216,2.55557276,2.652909919,2.307442036,2.803912348,3.173241445,3.129432318,3.127649429,3.04656615,4.157845877,3.143801961,2.526220769,2.58524512,2.931682516,2.479435633,2.589136688,2.557972499,3.32121842,3.331399217,2.821515108,2.713405727,2.945992842,2.949163125,3.108670178,2.691704242,4.030549227,2.77580707
700532,Carrie Garcia,3.4214880075714285,White,80,23.966933165079368,486176,34.019550059392444,-111.13780457922952,4.183342088,4.089096582,4.18802416,3.961870342,3.938843781,3.335900303,3.576230533,3.44164877,3.606938259,3.857745984,3.928502862,3.751350834,2.767216442,2.829844311,2.498328452,2.651100791,2.440074673,2.387373971,2.798482476,2.969482214,2.970741462,2.521550314,3.091705072,3.572115502,3.945560503,4.727136979,3.773601915,3.997854637
700533,Angela Eaton,3.7237622435714286,White,56,17.24972792063491,314944,35.87491426689856,-111.13122593519586,3.317706452,3.396120739,3.16621549,3.371832582,3.003637884,2.938611278,2.904075717,3.171393423,3.694584049,3.086037402,2.97859657,2.947906517,4.187851572,4.404071332,4.379483856,4.217764322,4.059760491,3.967237319,3.732539862,4.175462624,3.310424058,3.717127905,4.135773685,4.210725353,4.517178936,4.899506282,3.906781998,4.466935122
700534,Rhonda French,2.375537823571428,East Asian,78,47.21027058730161,224235,34.062105703015185,-110.0692053090414,2.552107797,2.029417132,2.268673721,2.32696614,2.194016296,2.751993099,2.388445463,2.766718922,2.733909123,2.517596319,2.674468485,2.349994364,3.323813434,2.962392563,2.673968342,2.625114002,2.007791834,2.171522659,2.05803009,2.208734789,2.335964757,1.588183683,1.545484798,1.970000794,2.418308835,2.422184191,2.204803679,2.444453749
700535,Brittany Preston,4.692868065249998,White,70,-4.285957005555517,276868,33.52678702047711,-111.06457910505797,5.788285356,5.83973298,5.632882499,5.296072592,4.928185919,5.088130212,5.12790446,4.977620717,4.931850471,4.260446064,4.52461048,4.236323367,4.962570874,5.100396789,4.78746084,5.934553497,4.932156509,4.391562298,4.991909655,4.516042746,4.615489834,4.007323882,4.068357435,4.453552874,3.591249488,3.976412012,3.013152411,3.426069566
700536,Elizabeth Garcia,4.497580948428571,Hispanic,10,0.053756701587303723,328957,35.800933182967924,-111.738933204101,3.957442818,4.721853698,4.550685383,4.533798581,5.003498731,4.840420071,4.26300463,3.951284713,4.68082849,4.546597031,4.912619264,4.575280209,4.55233096,3.95479979,4.11259919,4.199390901,5.307462357,4.884541899,4.640586446,4.833817881,3.570417204,3.899726849,3.782451108,3.734353633,4.636477773,4.835974636,4.995907851,5.454114459
700537,Alexander Dawson,2.5991618478571428,Hispanic,2,42.240847825396834,463694,35.28277646827846,-112.4431601551853,2.178511366,2.194685933,2.551380796,2.373616966,3.048686538,2.733038672,2.443889117,2.845819695,3.472772205,3.228251876,3.046480121,2.148638204,1.590069267,2.410982941,2.525615123,2.221529219,2.501800384,2.126173426,2.350274551,2.475333197,2.712346729,2.586586025,3.234397103,2.541625711,2.834110269,2.993973945,2.635957104,2.769985257
700538,Kathleen Baker,2.474097498607143,Hispanic,26,45.02005558650794,1506,36.06196221317867,-110.34029693639225,2.456233295,2.593875346,2.653504809,3.02810962,2.610488915,2.078786677,2.349717912,2.629495853,2.329058997,2.093019087,2.211258395,2.271001773,1.968536812,2.216987759,3.061040654,2.650665806,2.674419019,2.481278167,3.21225463,3.077809513,2.416756099,1.83889799,1.813719878,2.29364641,2.380085329,2.975897114,2.130249801,2.777934301
700539,Brian Sims,3.1462427036428564,South Asian,58,30.083495474603197,118700,36.376378199177616,-111.26110463037658,3.103471406,3.026799034,2.997238723,3.36576698,3.224780248,3.08827766,2.9891559,3.012198903,2.492116295,2.76372301,3.313333171,3.217150215,3.948465204,3.835361876,4.030270984,3.903120146,3.204622621,3.682908217,3.157610269,2.885214057,2.775254896,2.720132655,2.503714459,3.309910909,2.160121318,3.071532805,2.963071079,3.349472662
700540,Christopher Edwards,2.6691915227857144,South Asian,11,40.68463282698412,238535,35.330178723227604,-109.88669395706826,2.3668206,1.988724122,2.665740124,2.524471504,2.974095717,2.718013295,2.372702375,2.688094846,3.131821775,2.91548933,2.809355551,2.050697157,1.65455446,2.410330502,2.602850753,2.307606542,2.275904741,2.324173604,2.908031198,3.638453489,3.80484008,2.23239905,3.125411326,2.321798043,3.078741477,2.73796285,3.10848765,2.999790477
700541,Kevin Gardner,2.321427259535714,South Asian,1,48.41272756587301,136235,35.24225311342546,-111.9693428429452,2.387442006,1.641831372,1.580362588,2.050722813,2.150400043,2.164596562,2.08673142,2.316046962,3.595628352,3.238349866,3.030910634,2.341946712,2.435962693,2.446797296,2.573047487,2.58398381,1.827948,1.96691018,1.923020998,1.88542797,2.274813993,3.238307723,2.466862361,2.11649597,2.232670556,2.08331958,2.28113682,2.0782885
700542,Ashley Foster,1.806730219892858,Hispanic,57,59.85043955793648,158905,34.517541933290154,-109.83360959594066,2.558507225,2.230557756,2.508639272,2.261189749,2.450902938,2.343288526,1.642040799,2.247421467,2.514298172,1.68149843,1.823053881,1.529415574,1.906878378,1.965174638,1.636705568,1.754556791,1.674181504,0.824478874,0.969144047,1.130731713,1.7116692,0.662341572,1.900622577,1.887213869,1.8577797,0.885218713,2.340806313,1.690128911
700543,Jeffrey Barnes,1.8756833207499999,East Asian,92,58.318148427777786,415730,33.559647561989074,-110.53443898513808,1.94723818,2.94795839,2.55306826,1.946659682,1.689466379,1.895667196,1.873588158,1.659240929,1.49666335,1.883915094,2.138961329,1.444124952,1.636409103,1.724800036,2.482737516,2.582247942,2.289576142,2.116101665,2.001224746,1.786374069,2.496506354,1.973043678,1.817877564,1.063430315,1.27882893,1.588846275,1.122921043,1.081655704
700544,Caleb Garcia MD,3.194626830357143,East Asian,18,29.008292658730156,317462,34.21467788882194,-111.52061267142528,3.287579547,3.128449702,3.505167025,2.915197517,2.705996341,2.992910159,3.298687972,3.553749691,4.070813056,3.537655277,3.619367984,3.084310902,3.02530871,3.332805767,3.242620687,2.836269505,3.289281121,3.716248254,3.852407752,3.571268035,3.005582002,3.034868272,3.018837011,3.509108659,2.790139221,2.728931317,2.258333104,2.53765666
700545,Emily Rowe,2.0550713835,South Asian,75,54.331747033333336,71785,34.41696863968593,-110.87032014923106,2.065925782,1.85310937,1.763384171,2.235934773,2.112354955,2.137724737,2.152959695,2.20337426,2.162161582,1.468640953,2.138073071,1.509934297,2.467940194,1.869500254,2.043037743,1.439577843,1.993662686,1.398481963,2.402401938,2.098877731,3.216573495,2.068789593,1.951286033,1.931213006,2.443922213,1.814266032,2.178611841,2.420278527
700546,Luis Johnston,2.600015708964286,South Asian,39,42.22187313412697,94465,34.21453522382553,-109.42669819441656,2.604676137,2.732572433,2.438664965,2.940174993,2.243798091,2.337108159,2.373019281,2.251984474,2.556622347,2.3884107,2.051034163,2.271485652,2.907987828,2.923976753,2.797022659,2.338174256,3.03092113,2.64335827,2.318265147,2.228736444,2.538380766,2.133222668,2.819883186,2.755059423,3.853251262,3.029461382,2.739381994,2.553805288
700547,Sherri Davis,2.6143520934285718,White,20,41.903286812698404,105442,36.28667436647024,-109.95337011203421,2.863859682,2.770078972,2.529388039,2.399230238,2.240659303,2.273336215,2.558110581,2.525881568,2.111839634,2.100112708,3.228927376,2.610373618,3.070421765,2.814979995,2.666019002,2.741436955,2.97060617,2.938804256,2.804452837,2.795664546,1.758116747,1.838360965,2.220157061,2.693497877,3.25473322,2.602446646,2.510239146,3.310123494
700548,Margaret Rodriguez,3.384991973428572,Hispanic,76,24.777956146031727,124124,33.80196971198738,-109.38487627499875,3.184962969,2.908721097,3.19567265,2.84086894,2.711910751,2.406878664,3.029194778,3.425439073,4.125121494,3.480383871,3.378871852,3.857317704,3.5285301,3.39307223,4.088820984,4.424907231,3.716353754,3.987580961,3.757274745,3.478133073,3.768204103,3.502107414,3.088472401,2.88012751,3.59091596,3.379437544,2.882441256,2.768052147
700549,Nancy Hickman,3.118986598357143,East Asian,9,30.6891867031746,270159,34.42517548200749,-109.86451708808951,2.962434069,3.383079012,3.723024517,3.260722488,3.447607373,2.926018552,3.411567087,3.198590958,4.059931831,3.126816236,3.78228707,3.383375477,2.908976011,3.169567878,2.999743626,3.146931225,3.069693032,3.548563993,2.801229044,3.520256262,3.124196406,2.560067078,2.775393541,3.156264356,3.366355993,2.381328503,2.115583969,2.022019167
700550,Jennifer Pearson,2.7921990723571435,Hispanic,76,37.95113172539681,369788,34.610212047391954,-109.97853841300328,2.406070417,2.77331136,2.213955949,2.927367453,2.774790044,2.513597247,3.009275726,2.787611497,3.397056376,3.080559856,2.50317677,3.321968695,3.06915643,2.436848791,2.392853827,2.477619347,2.486416378,2.603605665,3.097627369,3.20513815,2.846214183,3.001790796,2.652764019,2.86851675,3.181160975,2.999422133,2.264061685,2.889636138
700551,Maria Reed,3.0889416202142863,East Asian,18,31.35685288412698,221938,35.45101062047988,-109.20714602847951,3.942654901,3.610101552,3.366214032,3.781316927,3.278399167,2.878011148,3.387439793,3.527682671,3.01971846,2.534031156,2.945820193,3.344966387,2.919272249,2.195331337,2.963405814,2.855463309,3.057043636,2.472335502,3.30266073,3.099115937,3.006042433,2.863549714,2.523117385,2.396384059,3.261178369,3.193636333,3.685958467,3.079513705
700552,Christopher Nelson,2.2963083018571426,Black,90,48.97092662539683,130768,36.182013357657695,-112.16478839365838,2.200762661,2.512955231,2.034893836,2.370726112,2.16962097,2.028862683,2.153036473,2.166105394,2.168869625,2.210963672,2.551892583,2.60672329,2.011244812,1.939247476,2.774466389,2.205374284,2.653688896,2.996746457,2.975080148,2.218857361,2.457838458,2.042677607,1.720109455,1.914340022,2.746448178,2.959334856,1.891456442,1.614309081
700553,Ashley James,3.4555703663928568,East Asian,44,23.209547413492075,174629,35.90941752927836,-112.47369266206042,3.572206361,3.712343637,3.726120244,3.589892928,3.259158669,3.40243832,3.204374242,3.362438866,3.008577714,3.014729187,3.33307444,3.493647043,3.838196639,3.964843254,4.063487689,3.413045915,2.989541016,2.885863401,3.244413128,3.60353925,2.852031626,3.541767066,3.465655053,3.123667554,3.48422669,3.707348529,4.329997714,3.569344084
700554,Gabriel Mills,2.528685126214285,Black,82,43.806997195238104,231210,35.7966120169471,-111.09353742175294,2.765405821,2.664633179,2.958481163,2.706892598,2.438384255,3.006824857,2.445156372,3.151973058,1.994570563,2.981997085,2.82748885,2.626936682,3.502213101,3.622975103,3.307276699,3.717368065,2.849594505,2.003629821,1.292392346,1.676077135,1.353954183,1.474039182,1.793196046,2.181618553,2.188258976,2.021628697,2.632379303,2.617837336
700555,Michael Mays,2.6431671667857137,Hispanic,3,41.26295184920637,282221,34.69703107590692,-112.28068520746798,3.566184287,3.119638011,2.658999572,3.18735964,2.967458754,2.589135008,2.778690753,2.854097086,2.049581114,1.998091795,2.301176345,2.837493793,3.1392169,2.82884191,2.621317773,2.26429505,2.64277611,2.628197187,2.228397205,1.901143713,2.337446659,1.685153924,2.116633306,2.173406652,3.903377028,3.035584613,2.72186029,2.873126192
700556,Laura Carrillo,1.7392307879642854,Hispanic,34,61.350426934126986,376477,36.13074068218663,-111.1546119864033,1.79832367,2.06266505,2.313617866,2.397935116,2.287383181,2.737258675,2.704657751,2.194870099,2.44634936,2.04566758,2.167257631,1.466203819,1.19254433,1.370829406,1.617747973,0.928182925,0.992348255,0.759657199,1.463996495,1.800438368,2.141636759,2.016413045,2.378182481,1.678933525,-0.003755723,0.923815837,1.637335236,1.177966154
700557,Timothy Smith,2.0787004856785716,Hispanic,76,53.806655873809525,164203,34.03190573517756,-110.73846004305283,2.655978534,2.573159087,2.298406494,2.45794131,2.518135357,2.494341933,2.395332466,2.661446614,2.158715886,1.792753753,2.224114947,2.341020483,2.788205065,2.361563188,2.604210782,2.153109758,1.811271796,1.233218431,1.768847348,1.384169917,2.239472826,2.520452367,1.51925613,2.318877422,1.619369154,1.290836724,0.922396968,1.097008859
700558,Anthony Adams,2.8013313287500003,East Asian,46,37.74819269444444,276742,34.386821875319704,-112.41288167502711,3.063687709,2.837220015,3.038053269,2.814230854,3.744483237,2.444494614,2.581403614,2.870560767,3.259473446,2.812066062,3.37673889,3.071724527,3.020393056,2.09229477,2.911346946,2.796450595,2.753774454,2.65765356,2.776542784,2.609722143,3.3467625,2.308200073,2.546456274,2.839138211,2.713059991,2.137928368,3.050209893,1.963206583
700559,Kristine Ford,4.07608523125,Hispanic,69,9.420328194444437,301036,35.925456667089264,-112.17005700717128,4.541602123,3.946447777,4.55422488,4.465516162,4.622596854,4.44846434,4.651094777,3.812869798,4.31570238,3.920760295,3.745841404,4.177780677,4.792544611,4.304182194,4.023009967,4.602663777,4.601025377,4.284389382,4.291773217,3.972648968,3.542763848,3.234618877,3.2312876,3.15445307,3.517065634,2.964294448,4.249630433,4.161133605
700560,William Cortez,2.8919422745357144,White,85,35.73461612142856,168249,36.0048429163313,-112.3207444143556,3.026950052,2.707266644,2.833173154,2.511254847,2.869105762,2.175545221,2.39245371,2.718183762,2.404541691,2.105953483,2.003318308,2.762272972,2.347994092,3.378063276,3.607604018,3.974416272,3.457284587,3.328944647,3.81798681,3.381995011,3.004586225,3.247519413,3.480219628,2.984619482,3.187499782,2.551635544,2.561320306,2.152674988
700561,Sean Mckenzie,2.9022060120714284,Black,25,35.50653306507937,12795,36.41023220107714,-111.63023768456611,3.363956424,3.524853825,3.217569881,3.376886682,2.979090488,2.942819342,2.92259984,3.070984815,2.79431001,2.229977071,2.457227359,3.019072549,3.190911438,3.182096619,3.242815786,2.639335736,3.395343392,3.422565283,2.815838102,3.04296049,2.613163083,2.915707663,2.429371721,2.174849336,2.886053817,3.150547602,2.26040696,2.000453024
700562,Maria Phillips,2.455495769392857,White,34,45.433427346825404,323372,33.60030860036639,-109.43706066000422,2.651185697,2.449814024,2.626416245,2.637154202,2.72415294,1.788073546,2.783846152,2.784508198,1.806175011,1.657046935,2.531418726,3.089093407,3.206980992,2.508296695,2.58331221,1.791258322,2.582007075,2.466039559,2.989820674,3.015600912,2.428332257,2.11487327,2.075033058,2.394483383,2.896990281,2.103034128,2.375637314,1.69329633
700563,George Logan,3.7547990652500003,White,72,16.560020772222217,59196,34.31944632095422,-110.22334740968948,3.887240361,4.132423415,3.983446622,4.158215703,3.23187632,3.414961418,3.271743467,4.447459971,4.469529274,4.142180085,4.332980927,4.152056421,3.986983009,4.207200454,3.70086722,3.619270772,3.896440179,3.831911947,2.9333404,2.992534088,4.163315587,3.343141564,3.83022334,4.143759218,3.923226055,2.910967121,2.959843868,3.067235021
700564,Susan Wells,1.9658566086785714,Black,89,56.31429758492064,482830,36.04680401843291,-109.68291588047815,1.326197761,1.091527532,1.716986003,2.117771681,2.902044556,2.002074503,1.984833895,2.495594995,1.490177601,1.885398029,1.354521444,1.596769811,2.577482252,2.176025706,2.290305682,2.739053975,2.503835888,2.202756395,1.70513389,2.26346649,2.404607748,2.602007058,1.928852596,1.452000494,1.386746252,1.298904033,1.268716676,2.280192097
700565,Rodney Burns,2.079554917,South Asian,57,53.787668511111114,76298,35.69123613831667,-109.80100978929943,2.063739705,2.551726907,2.131454322,2.376497259,2.835815381,2.20214166,2.54604776,2.323099624,2.271453112,1.306271204,2.284786016,2.054035334,1.795813908,1.743401472,1.201804122,1.098916795,1.880361457,1.710587907,1.251590163,0.995685783,1.835993977,1.504810663,2.572904621,2.051618104,2.585349764,3.136866619,2.65852802,3.256236017
700566,Tracy Davis,2.9044992072500007,East Asian,43,35.455573172222216,64141,34.9366172650955,-109.82420338174151,2.922522147,3.034290471,2.877767693,3.075352273,2.656189283,2.951319278,3.454248359,2.753525852,3.283057799,3.307603155,2.969802348,2.688158349,3.208773119,2.475576717,3.037426677,2.779580156,3.645420518,3.252011581,3.404443694,3.44133075,2.81426121,3.222529106,2.910270362,2.535227261,1.999045656,1.842891637,2.478536121,2.304816231
700567,Rachael Woods,2.600276453857142,Black,20,42.21607880317462,58755,35.36972848436011,-109.2058989473076,2.685922898,3.014462246,2.663869153,2.625273095,2.096602536,1.916633158,2.186624151,1.979171971,2.820069304,2.396854139,2.08108807,2.221287727,2.801717225,3.224561939,2.675699769,2.697002135,2.83565727,3.026397207,2.550525755,3.071339171,2.328133348,1.921252343,2.693046682,3.068891569,3.038918742,2.670696545,3.007546884,2.508495676
700568,John Sims,3.7749868599642853,White,79,16.111403111904778,468761,35.78146128594027,-109.93979344502286,3.232340559,3.152598227,2.86920788,2.849103251,2.853612521,3.18735233,3.393098176,3.247054722,2.233666462,3.742160535,3.391640435,3.699836567,3.779810009,3.950157291,4.178055189,3.78235252,3.976886454,3.762340501,4.688676876,3.977531835,4.327434471,4.304568582,4.20419132,4.757552586,3.496632827,4.529158451,5.027757283,5.104854219
700569,Eileen Schultz,2.956207237142858,South Asian,7,34.306505841269825,467278,33.81236374407375,-112.34773023845189,3.072445664,3.152370611,3.216648568,3.610664908,2.626434067,2.61931575,3.049636527,2.658023094,3.133421184,2.917250649,3.345008943,3.334437846,2.77118367,2.811002315,2.602419155,2.873185514,3.233227189,2.692387722,3.751286308,3.20499373,2.008218894,2.00243053,2.163707035,3.133200044,2.84180369,2.989902423,4.077164623,2.882031987
700570,Stephen Brown,3.4134546404642863,White,94,24.145452434126966,242255,36.47402284850377,-112.24070460981955,3.926172692,3.763426948,3.684710081,4.068398714,3.699633162,3.771252557,3.418975375,3.145301785,3.11623844,3.088711009,3.217895997,2.857085433,3.613833226,3.743510043,3.763952327,4.220542993,4.256744999,3.639956022,3.748140557,3.393306682,2.895776162,2.859125214,3.167588881,3.754463331,2.881457174,2.571957481,1.945858351,3.362714297
700571,Ronald Andrews,4.509206679999999,South Asian,17,-0.20459288888888238,393637,34.01957983753562,-109.99949240478315,4.464107964,4.513500339,4.45623817,4.585723097,5.114200748,4.74199112,5.158176789,4.429261125,4.345853288,4.181407094,4.431706862,4.209744971,4.639218209,4.782474656,4.169614183,4.661166817,3.805198256,3.665464058,4.134792537,4.180198445,4.356418095,4.775583327,4.359253592,4.654843874,4.42335713,5.17737487,4.64444668,5.196470744
700572,Anthony Chavez,3.3470984199642864,Black,41,25.620035111904755,490427,35.8769093439336,-110.56927449202676,4.353091064,4.241487653,3.76248633,3.830001392,3.284650005,2.808852644,2.800266809,3.190048844,2.848476564,3.516394515,3.381547291,3.74572952,3.194075141,3.372608014,3.71222453,4.147502908,3.035281576,2.694620762,3.064969115,2.99416286,2.819525301,2.75781768,3.611765141,3.657623592,3.261530873,3.582568059,3.156205189,2.893242387
700573,Ronald Roberts,3.5897198460000004,South Asian,69,20.228447866666656,58845,36.084136801869626,-110.4354047988302,3.820465167,3.921980572,3.211015548,3.305064505,2.997391624,2.936969477,3.6977407,2.916306384,2.372310527,3.455184303,3.688207414,3.814060499,3.456314284,4.483672763,3.846388329,3.713467698,3.630795541,3.89888109,3.749652782,3.602541366,3.355520112,3.104415964,3.590313335,3.433875362,3.874317012,4.377577618,4.27629912,3.981426592
700574,Susan Chavez,3.0875087533571426,White,76,31.388694369841275,393894,34.39429240423813,-111.58607734020399,2.73132334,3.048034995,3.229693895,3.519397579,2.896968303,2.182714115,3.142617899,2.599274114,3.646831467,2.964700652,2.942588307,3.072806308,2.838340494,2.809318175,2.809394482,3.028569339,3.105605517,3.135109691,3.288628788,3.342959522,2.998661923,3.008070309,2.940453672,3.055809784,3.26456719,3.664205337,3.597198599,3.586401298
700575,Richard Tran,3.457444798464285,East Asian,88,23.167893367460337,55194,35.7871316525617,-109.53427840103626,3.883382512,3.318700026,3.478418983,3.493151333,3.222036984,3.272818687,3.220892725,3.178293173,2.680879877,2.71683233,2.938596818,3.177800244,3.466796582,2.95598654,3.455298788,2.815506054,3.834043223,4.302206845,4.010009587,3.181564914,3.826491882,3.481364579,3.663889007,3.984798597,3.897727767,3.812586711,3.741203673,3.797175916
700576,Ashley Hall,2.6437167571785714,Hispanic,13,41.250738729365075,214368,36.35687792885123,-111.78718767825785,2.174495935,2.179106126,2.271916907,2.097286333,2.806627715,2.687764487,2.872841832,2.59615061,2.933116677,2.522059578,2.225106667,2.73308803,2.793173547,2.37686982,2.374937281,2.139218317,2.38086246,2.321852535,1.899807728,2.423834227,3.246441824,3.327449807,2.942826011,2.836716727,3.190505141,3.332640492,2.991781644,3.345590743
700577,Richard Moore,3.7098063383571427,Black,21,17.55985914761905,104474,35.94592224666886,-111.42016705249618,4.543392149,4.348765893,4.677631289,4.345681885,3.732792855,3.778200433,4.28288328,3.814466053,4.041400311,3.982289713,3.995118845,3.810959635,3.285627014,3.055160091,3.622428057,3.030381069,3.396573702,2.811039238,3.275767694,3.291725426,3.818753833,3.504607528,3.536714327,2.962979728,4.013583967,3.468534907,3.999005504,3.448113048
700578,Kristin Young,1.8046311451428576,Hispanic,11,59.89708566349206,375144,34.14346609031642,-111.78947130197236,1.974743731,1.93454807,1.973353474,1.920131445,2.032484442,2.215678651,2.314754461,1.671256265,1.840837891,1.335950236,2.233080111,1.914190201,1.686572158,2.06567891,1.576824029,2.165494992,1.622865039,1.178377431,1.432539217,0.753114961,2.425824337,2.266089491,2.134843956,1.889298815,2.485607278,1.353579155,0.997550963,1.134402354
700579,Dr. Christopher Smith Jr.,2.6877843258571437,East Asian,50,40.271459425396806,220105,35.13363142696544,-111.42383340359142,2.958626837,3.119640709,2.952515319,2.777774282,2.036597575,2.653429388,3.105575161,2.604568023,3.262850914,3.214249714,3.497914105,3.205102114,2.288639788,1.897532462,2.429616554,2.658138566,2.504228076,2.680115241,2.981904771,2.840193519,3.043464565,2.676270065,2.171740551,1.951248847,2.649865547,2.592135712,2.1512714,2.352751319
700580,Bethany Olson,3.0339294800357144,South Asian,53,32.579344888095235,181187,33.666723819377495,-109.29021850128707,3.391397976,3.177210193,3.061341358,3.858883059,3.372553108,3.402131633,3.460888745,3.118992013,3.006803161,3.115222099,2.899386373,2.653338179,2.736378378,2.95740219,2.899626068,2.968631109,2.40623482,2.139328462,2.88280307,3.07483885,2.548191221,2.480500378,3.115318395,3.303670321,3.624186197,3.372814607,3.155629468,2.76632401
700581,James Burke,3.333187718928571,Hispanic,75,25.929161801587313,363355,34.94569484503102,-110.1530784498656,3.25696633,4.071048999,3.486012295,3.349473674,4.266738461,3.283170534,3.298068132,3.617944591,3.32985432,3.405196348,4.488482391,3.796176982,3.669362569,2.792613807,3.180506924,3.301709246,2.838590202,3.40062753,2.924693254,3.21116594,3.097817915,3.125599806,3.306409014,3.144252109,3.220104167,2.792886924,2.859744043,2.814039623
700582,Timothy Avila,3.4322032796428568,East Asian,31,23.728816007936516,359656,35.522699844328265,-109.45383431574726,3.658844694,3.462108486,3.52913732,3.932145898,3.822035142,3.208459481,3.448612391,3.367055551,4.421948728,4.010299173,3.449679887,3.580356976,4.362367724,3.898344984,3.809080421,3.527683675,3.166031007,3.254443718,3.591256725,2.42836472,3.223019125,2.828306775,2.69010499,3.13732779,3.34663184,3.112969459,2.808335627,3.026739523
700583,James Brown,2.4412779600714285,South Asian,62,45.74937866507936,48841,34.238803411018786,-112.40985584386772,3.101779019,3.361240602,2.792302241,2.552855264,3.083334272,2.8035669,2.48761937,2.3568889,3.112552808,2.307190207,2.68893696,3.134039691,2.474103493,2.896804003,2.662400112,2.066700514,2.698286524,2.215356462,3.02997089,2.496847971,1.873606648,1.517415458,2.286700033,1.696600028,1.856798381,0.932961197,1.849878577,2.019046357
700584,Kristy Rodgers,2.9325495792500003,Hispanic,99,34.83223157222221,180736,33.6297089904227,-110.49334041623283,3.791501344,3.948135992,3.650494063,3.019756378,2.855151256,2.953825942,3.007495448,2.922153953,2.700044839,3.366228716,3.051481755,2.63919607,2.931307965,2.335880906,2.954428792,3.008826288,2.882620305,2.304273937,2.571467648,2.3951264,3.308164489,2.906746316,2.46567166,2.900989434,3.192580151,2.409798091,2.921068984,2.716971097
700585,Katherine Montoya,3.8426679091071425,Black,79,14.60737979761906,446313,36.268862078016795,-111.35114072477778,3.947461461,4.086561376,4.617883112,4.149350119,4.289669505,4.164814128,4.033875115,3.861628033,3.929107638,3.900576806,4.195904464,3.647812712,3.795974437,3.553367444,4.05054097,4.594388899,3.970118526,3.351864946,3.213188988,3.28059108,3.596477668,3.086123612,2.906315616,3.227790007,4.211080214,4.097958031,4.183158643,3.651117905
700586,Gabriel Stark,2.663170012785714,East Asian,93,40.81844416031747,491596,34.30364227653079,-110.8338258315465,2.693801728,2.222107236,2.411372989,2.308669741,2.864755665,2.907627087,2.831961695,3.029779343,2.948299282,2.584239369,2.894048491,2.939759866,2.978896121,2.974551701,2.725211924,2.711934717,2.084343202,1.750872151,2.419656501,2.218534254,2.667680439,2.864207852,2.883883223,2.683697059,2.814156931,2.678031447,2.713772642,2.762907702
700587,Andrew Bennett,1.7997556357142857,South Asian,63,60.005430317460316,341493,33.734910535739495,-110.78533259209533,2.010616466,2.33886278,2.20309793,2.334960224,2.238926123,2.762237266,2.305087722,2.417313463,2.108838745,1.806608666,1.870532814,2.126277382,1.145343617,1.037589096,1.169406395,0.953214663,1.400304538,1.614818527,1.672679925,1.459470872,1.830625241,2.322781885,1.758170131,1.83187558,1.386403571,1.946738623,1.664290682,0.676084873
700588,Corey Gonzalez,3.267137332285714,Black,63,27.396948171428576,499231,35.17024656200151,-111.85867457405992,3.691287625,3.733554978,3.739748943,3.518469227,3.286967548,3.748022812,3.199183384,2.901329443,3.540318493,3.456513179,3.23932493,3.057376059,3.772030144,3.211797958,2.879976651,3.600514538,3.690586929,3.150043897,3.42965208,2.709321418,2.864715261,2.869512789,3.036633971,3.233316736,3.07997196,3.353251951,2.63620619,2.85021621
